used_memory,heap_memory,free_blocks,external_fragmentation,internal_fragmentation
187304,209904,31,0.882707,352
187624,209904,30,0.880184,368
187800,209904,29,0.878756,376
188952,209904,29,0.868539,376
187648,209904,30,0.879568,376
191336,213640,30,0.879568,376
187336,213640,30,0.719886,376
189152,213640,30,0.690433,376
187336,213640,30,0.719886,376
190776,213640,30,0.875807,376
189032,213640,31,0.887943,376
188592,213640,32,0.890639,376
185944,213640,32,0.849790,376
184312,213640,32,0.860925,376
183152,213640,32,0.867962,376
181696,213640,32,0.875788,376
179392,213640,32,0.886324,376
178960,213640,32,0.871242,376
176464,213640,33,0.881709,376
173312,213640,33,0.798490,376
176552,213640,33,0.884244,376
176768,213640,33,0.883237,376
175656,213640,34,0.887363,376
179536,217568,34,0.887363,376
181336,217568,34,0.880335,376
181136,217568,34,0.881424,352
179632,217568,34,0.887277,352
176960,217568,34,0.896253,352
176904,217568,35,0.896471,336
178968,217568,34,0.889801,344
179024,217568,33,0.889581,352
182224,217568,33,0.894065,352
180648,217568,34,0.899553,352
184072,221040,34,0.899553,352
185584,221040,33,0.894183,384
183896,221040,34,0.900026,384
180904,221040,35,0.908939,384
183096,221040,35,0.902427,384
185792,221040,35,0.893057,384
184872,221040,35,0.896561,384
180976,221040,36,0.883493,384
183608,221040,36,0.873342,384
180496,221040,37,0.884979,384
182552,221040,37,0.877361,384
186000,221040,37,0.889926,384
185408,221040,37,0.892363,384
181616,221040,37,0.869565,384
184000,221040,37,0.859103,384
187240,221040,37,0.926014,384
188712,221040,37,0.921606,384
192336,224712,37,0.921606,384
190320,224712,37,0.919930,384
190264,224712,38,0.920116,376
188296,224712,38,0.925546,376
191240,227704,38,0.925546,376
189464,227704,37,0.929967,376
189912,227704,37,0.928848,376
189704,227704,37,0.929484,352
190704,227704,36,0.927158,352
191608,227704,35,0.924898,360
190808,227704,36,0.926887,360
190648,227704,36,0.927445,336
187288,227704,37,0.900568,336
185104,227704,37,0.906729,336
185120,227704,36,0.906667,344
188984,231616,36,0.906667,344
186792,231616,36,0.883682,344
187248,231616,36,0.882128,344
189512,231616,36,0.874435,344
189968,231616,36,0.872623,344
187440,231616,36,0.881374,344
186984,231616,36,0.882947,344
189032,231616,35,0.876142,384
189408,231616,34,0.874831,384
191352,231616,33,0.867588,384
188408,231616,34,0.878257,384
188256,231616,35,0.878788,376
184872,231616,35,0.872408,376
186256,231616,35,0.867687,376
187160,231616,35,0.864349,376
187544,231616,34,0.862926,384
187528,231616,35,0.863014,376
183840,231616,36,0.875317,376
183000,231616,36,0.872807,376
185200,231616,36,0.865605,376
188080,231616,36,0.854905,376
189800,231616,35,0.847682,400
191576,231616,35,0.839316,400
194512,231616,35,0.823452,400
190648,231616,35,0.843684,400
192184,231616,35,0.836078,400
190384,231616,35,0.844884,400
186360,231616,36,0.861128,400
188024,231616,36,0.854652,400
192016,231616,35,0.836760,432
195936,231616,35,0.814206,432
195792,231616,35,0.815695,392
197056,231616,35,0.806946,392
199664,231616,35,0.786423,392
201520,231616,35,0.768804,392
201952,231616,34,0.764394,392
205040,231616,34,0.726527,392
208936,231616,34,0.872559,392
212968,235696,34,0.872559,392
210672,235696,34,0.867798,392
207392,235696,35,0.845225,392
207016,235696,36,0.847923,392
206568,235696,36,0.851342,392
205480,235696,36,0.858621,392
209032,239296,36,0.858621,392
206968,239296,37,0.870171,392
207072,239296,36,0.869634,392
209360,239296,36,0.856292,392
210536,239296,36,0.848148,392
213192,239296,36,0.885267,392
213432,239296,35,0.883791,392
216648,242560,35,0.883791,392
213448,242560,35,0.838203,392
212944,242560,35,0.842349,368
214024,242560,34,0.834082,408
216472,242560,34,0.885072,408
220536,246672,34,0.885072,408
222816,249000,34,0.885072,408
225600,251832,34,0.885072,408
225272,251832,34,0.887365,400
226368,251832,34,0.880247,400
224984,251832,33,0.889297,400
227624,254520,33,0.889297,400
227936,254520,32,0.887365,424
229744,254520,32,0.875345,424
231448,254520,32,0.861381,424
234904,258024,32,0.861381,424
234592,258024,33,0.864296,400
236904,260384,33,0.864296,400
240424,263952,33,0.864296,400
238216,263952,33,0.757350,400
239024,263952,32,0.745864,416
235032,263952,33,0.793580,384
236064,263952,32,0.783137,384
234552,263952,33,0.798101,384
238272,263952,33,0.756173,384
241904,263952,33,0.884403,384
241752,263952,34,0.885730,368
237856,263952,35,0.789724,368
237560,263952,35,0.793557,368
238864,263952,35,0.777626,368
241240,263952,35,0.889242,368
242296,263952,35,0.880503,368
246184,267888,35,0.880503,368
243872,267888,36,0.858194,368
246584,270648,36,0.858194,368
243128,270648,36,0.706381,368
247128,270648,36,0.887817,368
248896,270648,35,0.880503,368
249632,270648,34,0.873792,376
245712,270648,34,0.732342,376
249648,270648,34,0.873640,376
248480,270648,34,0.884275,376
250680,272896,34,0.884275,376
250504,272896,34,0.886104,368
252104,272896,34,0.904236,368
255672,276512,34,0.904236,368
257400,278288,34,0.904236,368
261080,282016,34,0.904236,368
258368,282016,35,0.827744,368
261688,285384,35,0.827744,368
264744,288488,35,0.827744,368
262144,288488,36,0.852159,368
264640,288488,36,0.828354,368
264784,288488,35,0.826598,384
265696,288488,35,0.815259,384
261864,288488,35,0.787069,384
265464,288488,35,0.818133,384
268816,291888,35,0.818133,384
269344,291888,34,0.811142,408
265792,291888,35,0.801697,408
265648,291888,36,0.803453,392
269376,295664,36,0.803453,392
271328,295664,36,0.778995,392
272496,295664,36,0.760905,392
275856,295664,36,0.925926,392
272176,295664,37,0.756742,392
276208,299744,37,0.756742,392
278048,299744,37,0.864653,392
276992,299744,37,0.875070,392
275720,299744,37,0.885598,392
277696,301768,37,0.885598,392
279616,303736,37,0.885598,392
278464,303736,37,0.893738,392
278528,303736,36,0.893181,416
275648,303736,37,0.853480,416
278304,303736,37,0.894290,416
276744,303736,38,0.903198,416
273528,303736,38,0.843497,416
277336,307592,38,0.843497,416
277648,307592,37,0.841223,416
280632,307592,37,0.902778,416
284240,311248,37,0.902778,416
284960,311248,37,0.898551,416
282680,311248,38,0.885680,416
278648,311248,38,0.804196,416
279152,311248,38,0.799591,416
281768,311248,38,0.890427,416
283632,311248,38,0.879340,416
287712,315376,38,0.879340,416
286616,315376,38,0.886228,416
283960,315376,38,0.873373,416
287296,318760,38,0.873373,416
286912,318760,38,0.875776,408
285600,318760,38,0.882889,360
289616,322824,38,0.882889,360
290400,322824,38,0.878788,360
290632,322824,37,0.877551,368
288912,322824,38,0.885895,368
291976,325936,38,0.885895,368
288456,325936,39,0.877608,368
289488,325936,39,0.872832,368
286904,325936,38,0.860826,320
287512,325936,37,0.857987,320
291440,325936,37,0.863693,320
288000,325936,38,0.879716,320
291080,325936,38,0.865320,320
293176,325936,38,0.853284,320
290112,325936,39,0.869899,320
290456,325936,38,0.868066,352
288192,325936,39,0.878386,352
289824,325936,39,0.870892,352
286016,325936,40,0.877446,352
285208,325936,41,0.880612,336
287104,325936,41,0.872863,336
285472,325936,41,0.879616,336
287824,325936,41,0.869732,336
287088,325936,42,0.872965,328
283456,325936,42,0.868552,328
286384,325936,42,0.855802,328
283032,325936,43,0.870005,328
286512,325936,42,0.855008,368
288992,325936,42,0.841910,368
285664,325936,43,0.858712,368
287736,325936,43,0.848452,368
290456,325936,43,0.832576,368
288144,325936,44,0.846047,368
290104,325936,44,0.834481,368
287448,325936,45,0.849442,368
283728,325936,45,0.866554,368
282552,325936,44,0.871485,368
284784,325936,44,0.862369,368
285856,325936,44,0.857401,368
286368,325936,43,0.854779,416
288696,325936,43,0.842495,416
286056,325936,44,0.856027,416
286712,325936,43,0.852769,440
289776,325936,43,0.835759,440
286224,325936,42,0.855349,440
289008,325936,42,0.840588,440
286960,325936,43,0.851743,400
287552,325936,43,0.848493,400
291112,325936,43,0.827133,400
294728,325936,43,0.879606,400
297456,328712,43,0.879606,400
298712,328712,42,0.872242,408
295992,328712,43,0.883681,408
299560,332328,43,0.883681,408
297488,332328,43,0.893350,408
298520,332328,43,0.888634,408
295736,332328,42,0.792851,408
298272,332328,42,0.771197,408
294792,332328,43,0.799717,368
295408,332328,43,0.794894,368
292224,332328,43,0.816411,368
294584,332328,43,0.800845,368
297824,332328,43,0.774769,368
300224,332328,43,0.858454,368
302864,332328,43,0.886664,368
300920,332328,43,0.896941,368
300408,332328,43,0.899717,320
303632,335600,43,0.899717,320
301712,335600,44,0.907577,320
299080,335600,44,0.818958,320
295152,335600,44,0.842065,320
296592,335600,44,0.834142,320
299624,335600,44,0.814926,320
301776,335600,44,0.798228,320
303992,335600,44,0.879928,320
305256,335600,44,0.872357,320
306032,335600,43,0.867094,368
306600,335600,43,0.862867,368
310456,339504,43,0.862867,368
313440,342536,43,0.862867,368
314752,342536,43,0.852510,368
311328,342536,44,0.840239,368
307704,342536,44,0.717336,368
304672,342536,44,0.748226,368
305456,342536,43,0.740643,408
307688,342536,43,0.717065,408
304752,342536,44,0.746716,408
300672,342536,45,0.778913,408
302640,342536,45,0.764096,408
304744,342536,45,0.745918,408
305744,342536,45,0.736012,408
307256,342536,45,0.719747,408
310392,342536,45,0.679436,408
308552,342536,46,0.704037,408
308728,342536,45,0.701849,408
304664,342536,46,0.745334,408
307288,342536,46,0.718323,408
308912,342536,46,0.698299,408
311960,342536,46,0.804152,408
314872,342536,46,0.915712,408
311248,342536,46,0.824375,408
307232,342536,47,0.840331,408
311232,342536,46,0.824375,424
313440,342536,46,0.922034,424
316888,346032,46,0.922034,424
318504,347696,46,0.922034,424
317888,347696,46,0.924683,424
318920,347696,45,0.920450,432
321048,349872,45,0.920450,432
317968,349872,45,0.840976,432
320616,349872,45,0.922264,432
322992,352296,45,0.922264,432
326360,355712,45,0.922264,432
323120,355712,46,0.853896,432
323608,355712,45,0.850388,464
321552,355712,46,0.863360,464
320520,355712,47,0.869101,456
317536,355712,48,0.883184,456
315936,355712,49,0.889555,456
312576,355712,48,0.799707,456
315200,355712,48,0.781939,456
318960,355712,48,0.895105,456
321128,355712,48,0.914675,456
317528,355712,48,0.857555,456
313960,355712,49,0.873786,456
310400,355712,50,0.886671,456
310560,355712,49,0.886149,456
310816,355712,48,0.885143,504
309576,355712,49,0.889138,504
307616,355712,50,0.894916,504
311384,355712,50,0.894413,504
315312,359688,50,0.894413,504
313360,359688,50,0.900313,504
316472,359688,50,0.890659,504
319560,359688,50,0.908055,504
322128,359688,50,0.923512,504
318272,359688,51,0.874545,504
318888,359688,51,0.871774,504
320040,359688,51,0.866445,504
318144,359688,50,0.867548,504
317488,359688,51,0.870403,480
318584,359688,51,0.865526,480
315856,359688,51,0.876778,480
313704,359688,51,0.884441,480
313728,359688,50,0.884363,480
315104,359688,50,0.879510,480
312672,359688,50,0.887717,480
316560,359688,50,0.881252,480
315776,359688,50,0.884218,480
312168,359688,50,0.891558,480
314088,359688,49,0.885486,520
315568,359688,49,0.880258,520
316552,359688,48,0.876631,520
317080,359688,47,0.874530,536
321008,359688,47,0.862128,536
319744,359688,46,0.868522,536
323488,359688,46,0.887845,536
322504,359688,47,0.892006,536
323568,359688,47,0.887280,536
324176,359688,47,0.884292,536
322448,359688,48,0.891843,536
319384,359688,48,0.864017,536
316136,359688,48,0.877645,536
316176,359688,47,0.877496,536
313088,359688,47,0.888173,536
311936,359688,48,0.891642,536
310632,359688,49,0.895317,536
311888,359688,48,0.891642,584
311296,359688,48,0.893477,584
312056,359688,47,0.891290,584
311600,359688,48,0.892613,584
311864,359688,48,0.891712,584
308624,359688,48,0.900514,584
309472,359688,48,0.898261,584
310496,359688,47,0.895513,600
310432,359688,48,0.895751,576
311552,359688,47,0.892544,608
314064,359688,46,0.884818,608
312808,359688,47,0.888840,600
316768,359688,47,0.885189,600
315688,359688,48,0.889049,560
314216,359688,49,0.893744,560
311848,359688,50,0.900517,560
308608,359688,50,0.908605,560
306424,359688,51,0.913288,560
308640,359688,51,0.908424,560
306072,359688,51,0.913999,560
302192,359688,52,0.917193,560
305368,359688,52,0.911074,560
304248,359688,52,0.913393,560
301264,359688,52,0.918883,560
298784,359688,53,0.922881,560
301824,359688,53,0.917838,560
305848,363760,53,0.917838,560
307672,363760,53,0.914447,560
307184,363760,54,0.915417,528
303616,363760,54,0.869059,528
302592,363760,55,0.871754,512
306680,363760,55,0.916365,512
304464,363760,55,0.920256,512
301240,363760,55,0.891850,512
301600,363760,54,0.891061,528
304336,363760,54,0.884843,528
306656,363760,53,0.878966,576
310720,363760,53,0.908248,576
313832,363760,53,0.900838,576
311448,363760,54,0.906533,576
308808,363760,54,0.912217,576
309080,363760,54,0.911577,576
310600,363760,54,0.908300,576
310944,363760,53,0.907478,608
313888,363760,53,0.900370,608
317408,363760,53,0.890321,608
320736,363760,53,0.915250,608
320696,363760,53,0.915482,608
321112,363760,52,0.914307,632
323280,363760,51,0.907955,648
321408,363760,52,0.913454,648
321192,363760,52,0.914177,648
324384,367000,52,0.914177,648
327104,369768,52,0.914177,648
326560,369768,53,0.915630,648
330152,373408,53,0.915630,648
333152,376456,53,0.915630,648
332832,376456,53,0.916626,632
333080,376456,52,0.915985,632
335664,376456,52,0.916352,632
335640,376456,53,0.916420,632
338208,379072,53,0.916420,632
335736,379072,53,0.886928,632
338240,379072,53,0.916329,632
337672,379072,52,0.918163,632
336888,379072,52,0.892481,592
334784,379072,52,0.891263,592
