used_memory,heap_memory,free_blocks,external_fragmentation,internal_fragmentation
241240,275448,45,0.913887,96
242296,275448,45,0.910127,96
246184,279384,45,0.910127,96
243872,279384,46,0.916208,96
246584,282144,46,0.916208,96
243128,282144,46,0.812966,96
247128,282144,46,0.916001,96
248896,282144,46,0.929930,96
249632,282144,46,0.927683,96
245712,282144,46,0.847128,96
249648,282144,46,0.927636,96
248480,282144,46,0.931067,96
250680,284392,46,0.931067,96
250504,284392,46,0.931664,96
252104,284392,46,0.943197,96
255672,288008,46,0.943197,96
257400,289784,46,0.943197,96
261080,293512,46,0.943197,96
258368,293512,47,0.899317,96
261688,296880,47,0.899317,96
264744,299984,47,0.899317,96
262144,299984,47,0.893997,96
264640,299984,47,0.884024,96
264784,299984,46,0.883368,104
265696,299984,45,0.879273,104
261864,299984,45,0.852894,104
265464,299984,45,0.880342,104
268816,303384,45,0.880342,104
269344,303384,44,0.877767,128
265792,303384,44,0.848510,128
265648,303384,45,0.849293,120
269376,303384,45,0.877653,120
271328,303384,45,0.941774,120
272496,303384,45,0.945396,120
275856,306792,45,0.945396,120
272176,306792,46,0.858982,120
276208,310872,46,0.858982,120
278048,310872,46,0.925975,120
276992,310872,46,0.926675,120
275720,310872,46,0.930309,120
277696,312896,46,0.930309,120
279616,314864,46,0.930309,120
278464,314864,46,0.917792,120
278528,314864,46,0.917460,120
275648,314864,46,0.900548,120
278304,314864,46,0.918122,120
276744,314864,46,0.922577,120
273528,314864,47,0.901855,120
277336,318720,47,0.901855,120
277648,318720,47,0.900765,120
280632,318720,47,0.922113,120
284240,322376,47,0.922113,120
284960,322376,47,0.920022,120
282680,322376,47,0.912335,120
278648,322376,47,0.880055,120
279152,322376,47,0.878134,120
281768,322376,47,0.867925,120
283632,322376,47,0.859475,120
287712,322376,47,0.911180,120
286616,322376,47,0.914957,120
283960,322376,47,0.897055,120
287296,325760,47,0.897055,120
286912,325760,46,0.898697,120
285600,325760,46,0.903078,120
289616,329824,46,0.903078,120
290400,329824,46,0.900444,120
290632,329824,46,0.899525,120
288912,329824,46,0.849988,120
291976,329824,46,0.910596,120
288456,329824,46,0.886732,120
289488,329824,46,0.882846,120
286904,329824,46,0.892037,72
287512,329824,46,0.889924,72
291440,333800,46,0.889924,72
288000,333800,46,0.877163,72
291080,333800,46,0.891094,72
293176,333800,46,0.905927,72
290112,333800,46,0.861736,72
290456,333800,46,0.860163,72
288192,333800,47,0.868931,32
289824,333800,47,0.862651,32
286016,333800,48,0.876106,32
285208,333800,48,0.878776,32
287104,333800,48,0.872539,32
285472,333800,48,0.877965,32
287824,333800,48,0.870063,32
287088,333800,49,0.872593,32
283456,333800,49,0.874060,32
286384,333800,49,0.864326,32
283032,333800,50,0.875191,32
286512,333800,50,0.900647,32
288992,333800,50,0.893631,32
285664,333800,51,0.902678,32
287736,333800,51,0.910073,32
290456,333800,51,0.924299,32
288144,333800,52,0.929087,32
290104,333800,52,0.924965,32
287448,333800,53,0.928602,32
283728,333800,54,0.909091,32
282552,333800,53,0.911832,32
284784,333800,53,0.906795,32
285856,333800,53,0.904104,32
286368,333800,53,0.902699,32
288696,333800,53,0.896252,32
286056,333800,54,0.903367,32
286712,333800,54,0.901566,32
289776,333800,54,0.923414,32
286224,333800,55,0.907094,32
289008,333800,55,0.924972,32
286960,333800,56,0.929075,32
287552,333800,56,0.927842,32
291112,337408,56,0.927842,32
294728,341072,56,0.927842,32
297456,343848,56,0.927842,32
298712,343848,56,0.925192,32
295992,343848,56,0.913043,32
299560,347464,56,0.913043,32
297488,347464,56,0.905724,32
298520,347464,56,0.903134,32
295736,347464,56,0.870159,32
298272,347464,56,0.861678,32
294792,347464,56,0.873004,32
295408,347464,56,0.871016,32
292224,347464,57,0.880021,32
294584,347464,57,0.879074,32
297824,347464,57,0.904590,32
300224,347464,57,0.915012,32
302864,347464,57,0.911893,32
300920,347464,57,0.916667,32
300408,347464,58,0.917811,32
303632,350736,58,0.917811,32
301712,350736,59,0.921837,32
299080,350736,58,0.921961,32
295152,350736,59,0.914341,32
296592,350736,59,0.911468,32
299624,350736,58,0.904900,64
301776,350736,58,0.916326,64
303992,350736,58,0.911183,64
305256,350736,58,0.907904,64
306032,350736,58,0.905717,64
306600,350736,58,0.922084,64
310456,354640,58,0.922084,64
313440,357672,58,0.922084,64
314752,357672,58,0.918846,64
311328,357672,58,0.884641,64
307704,357672,58,0.803170,64
304672,357672,59,0.817216,32
305456,357672,59,0.813604,32
307688,357672,59,0.860185,32
304752,357672,60,0.869785,32
300672,357672,60,0.881249,32
302640,357672,60,0.875914,32
304744,357672,60,0.869663,32
305744,357672,60,0.866385,32
307256,357672,60,0.861189,32
310392,357672,60,0.920494,32
308552,357672,61,0.924267,32
308728,357672,61,0.923827,32
304664,357672,61,0.899287,32
307288,357672,61,0.926571,32
308912,357672,61,0.923366,32
311960,360768,61,0.923366,32
314872,360768,60,0.924921,56
311248,360768,60,0.893464,56
307232,360768,61,0.903400,56
311232,360768,61,0.897068,56
313440,360768,61,0.890751,56
316888,360768,61,0.920154,56
318504,360768,61,0.915949,56
317888,360768,62,0.917556,56
318920,360768,62,0.914697,56
321048,360768,62,0.924586,56
317968,360768,62,0.858389,56
320616,360768,62,0.925694,56
322992,363192,62,0.925694,56
326360,366608,62,0.925694,56
323120,366608,62,0.876622,56
323608,366608,62,0.891239,56
321552,366608,63,0.897778,56
320520,366608,63,0.900907,56
317536,366608,63,0.863855,56
315936,366608,63,0.869469,56
312576,366608,63,0.879727,56
315200,366608,63,0.896009,56
318960,366608,63,0.905227,56
321128,366608,62,0.899262,72
317528,366608,62,0.856696,72
313960,366608,63,0.868893,72
310400,366608,63,0.879283,72
310560,366608,63,0.878729,72
310816,366608,63,0.877910,72
309576,366608,63,0.881306,72
307616,366608,63,0.886239,72
311384,366608,63,0.917476,72
315312,370584,63,0.917476,72
313360,370584,63,0.921025,72
316472,370584,63,0.915267,72
319560,370584,63,0.908657,72
322128,370584,63,0.929970,72
318272,370584,64,0.906950,72
318888,370584,64,0.921719,72
320040,370584,64,0.919345,72
318144,370584,64,0.923121,72
317488,370584,65,0.924317,72
318584,370584,65,0.922207,72
315856,370584,66,0.927057,72
313704,370584,66,0.930548,72
313728,370584,66,0.930439,72
315104,370584,66,0.928212,72
312672,370584,67,0.931934,72
316560,374520,67,0.931934,72
315776,374520,67,0.933121,72
312168,374520,67,0.902382,72
314088,374520,67,0.898494,72
315568,374520,67,0.895256,72
316552,374520,67,0.892949,72
317080,374520,67,0.891616,72
321008,374520,67,0.924546,72
319744,374520,67,0.926816,72
323488,378312,67,0.926816,72
322504,378312,67,0.928507,72
323568,378312,67,0.926681,72
324176,378312,67,0.925560,72
322448,378312,67,0.928520,72
319384,378312,68,0.933110,72
316136,378312,68,0.927552,72
316176,378312,68,0.927427,72
313088,378312,68,0.931637,72
311936,378312,68,0.933121,72
310632,378312,68,0.934718,72
311888,378312,68,0.933179,72
311296,378312,67,0.934000,72
312056,378312,67,0.933034,72
311600,378312,68,0.933583,72
311864,378312,68,0.933208,72
308624,378312,69,0.936902,72
309472,378312,69,0.935922,72
310496,378312,69,0.934709,72
310432,378312,69,0.934838,72
311552,378312,69,0.933468,72
314064,378312,69,0.930254,72
312808,378312,70,0.931868,72
316768,382320,70,0.931868,72
315688,382320,70,0.933256,72
314216,382320,71,0.934985,72
311848,382320,70,0.937685,72
308608,382320,70,0.937380,72
306424,382320,71,0.939491,72
308640,382320,71,0.937300,72
306072,382320,72,0.939774,72
302192,382320,72,0.936363,72
305368,382320,72,0.933244,72
304248,382320,72,0.934409,72
301264,382320,72,0.929706,72
298784,382320,73,0.932112,72
301824,382320,73,0.929090,72
305848,382320,73,0.932754,72
307672,382320,73,0.930769,72
307184,382320,73,0.931349,72
303616,382320,73,0.907445,72
302592,382320,73,0.908890,72
306680,382320,73,0.903050,72
304464,382320,73,0.906336,72
301240,382320,73,0.864010,72
301600,382320,73,0.863214,72
304336,382320,73,0.857519,72
306656,382320,73,0.852288,72
310720,382320,73,0.910319,72
313832,382320,73,0.946464,72
311448,382320,73,0.948646,72
308808,382320,74,0.950822,72
309080,382320,74,0.950568,72
310600,382320,74,0.949285,72
310944,382320,74,0.948954,72
313888,382320,74,0.953710,72
317408,385888,74,0.953710,72
320736,389264,74,0.953710,72
320696,389264,74,0.953782,72
321112,389264,74,0.953403,72
323280,389264,74,0.951506,72
321408,389264,74,0.953158,72
321192,389264,73,0.953416,72
324384,392504,73,0.953416,72
327104,395272,73,0.953416,72
326560,395272,73,0.953898,72
330152,398912,73,0.953898,72
333152,401960,73,0.953898,72
332832,401960,74,0.954154,72
333080,401960,74,0.953917,72
335664,401960,73,0.951733,80
335640,401960,73,0.951797,80
338208,401960,73,0.950759,80
335736,401960,72,0.909955,72
338240,401960,72,0.905550,72
337672,401960,72,0.906653,72
336888,401960,71,0.908183,72
334784,401960,71,0.911723,72
